,pre,stop,vowel,pre_path,stop_path,vowel_path,pre_startTime,pre_endTime,stop_startTime,stop_endTime,vowel_startTime,vowel_endTime,speaker,wuid,phi_type,first_sep_frame,second_sep_frame
551,S,P,EH,103/1240/0042/103-1240-0042-0117.flac,103/1240/0042/103-1240-0042-0118.flac,103/1240/0042/103-1240-0042-0119.flac,9.2,9.24,9.24,9.28,9.28,9.33,103,103-1240-0042-0038,ST,2,5
552,S,K,UW,103/1240/0043/103-1240-0043-0085.flac,103/1240/0043/103-1240-0043-0086.flac,103/1240/0043/103-1240-0043-0087.flac,6.65,6.76,6.76,6.82,6.82,6.9,103,103-1240-0043-0029,ST,6,10
553,S,P,EH,103/1240/0043/103-1240-0043-0123.flac,103/1240/0043/103-1240-0043-0124.flac,103/1240/0043/103-1240-0043-0125.flac,9.09,9.15,9.15,9.21,9.21,9.25,103,103-1240-0043-0037,ST,3,7
554,S,T,EY,103/1240/0043/103-1240-0043-0153.flac,103/1240/0043/103-1240-0043-0154.flac,103/1240/0043/103-1240-0043-0155.flac,11.36,11.42,11.42,11.48,11.48,11.59,103,103-1240-0043-0046,ST,3,7
555,S,P,EH,103/1240/0044/103-1240-0044-0036.flac,103/1240/0044/103-1240-0044-0037.flac,103/1240/0044/103-1240-0044-0038.flac,2.78,2.87,2.87,2.92,2.92,2.99,103,103-1240-0044-0010,ST,5,8
556,S,T,EY,103/1240/0044/103-1240-0044-0081.flac,103/1240/0044/103-1240-0044-0082.flac,103/1240/0044/103-1240-0044-0083.flac,6.52,6.56,6.56,6.62,6.62,6.69,103,103-1240-0044-0024,ST,2,6
557,S,P,IY,103/1240/0044/103-1240-0044-0123.flac,103/1240/0044/103-1240-0044-0124.flac,103/1240/0044/103-1240-0044-0125.flac,10.39,10.45,10.45,10.5,10.5,10.57,103,103-1240-0044-0032,ST,3,6
558,S,P,IY,103/1240/0044/103-1240-0044-0148.flac,103/1240/0044/103-1240-0044-0149.flac,103/1240/0044/103-1240-0044-0150.flac,12.27,12.33,12.33,12.37,12.37,12.45,103,103-1240-0044-0038,ST,3,6
559,S,T,IH,103/1240/0044/103-1240-0044-0165.flac,103/1240/0044/103-1240-0044-0166.flac,103/1240/0044/103-1240-0044-0167.flac,13.51,13.59,13.59,13.65,13.65,13.69,103,103-1240-0044-0042,ST,5,8
560,S,K,IY,103/1240/0045/103-1240-0045-0058.flac,103/1240/0045/103-1240-0045-0059.flac,103/1240/0045/103-1240-0045-0060.flac,5.24,5.34,5.34,5.39,5.39,5.48,103,103-1240-0045-0017,ST,6,9
561,S,P,AH,103/1240/0045/103-1240-0045-0167.flac,103/1240/0045/103-1240-0045-0168.flac,103/1240/0045/103-1240-0045-0169.flac,13.12,13.18,13.18,13.23,13.23,13.29,103,103-1240-0045-0049,ST,3,6
562,S,T,EH,103/1240/0048/103-1240-0048-0055.flac,103/1240/0048/103-1240-0048-0056.flac,103/1240/0048/103-1240-0048-0057.flac,4.96,5.04,5.04,5.11,5.11,5.15,103,103-1240-0048-0013,ST,5,9
563,S,K,OW,103/1240/0050/103-1240-0050-0011.flac,103/1240/0050/103-1240-0050-0012.flac,103/1240/0050/103-1240-0050-0013.flac,1.08,1.17,1.17,1.24,1.24,1.33,103,103-1240-0050-0003,ST,5,9
564,S,T,EY,103/1240/0050/103-1240-0050-0071.flac,103/1240/0050/103-1240-0050-0072.flac,103/1240/0050/103-1240-0050-0073.flac,4.83,4.9,4.9,4.97,4.97,5.12,103,103-1240-0050-0022,ST,4,8
565,S,T,AH,103/1240/0051/103-1240-0051-0169.flac,103/1240/0051/103-1240-0051-0170.flac,103/1240/0051/103-1240-0051-0171.flac,12.21,12.28,12.28,12.32,12.32,12.35,103,103-1240-0051-0050,ST,4,6
566,S,P,EH,103/1240/0052/103-1240-0052-0126.flac,103/1240/0052/103-1240-0052-0127.flac,103/1240/0052/103-1240-0052-0128.flac,9.07,9.14,9.14,9.21,9.21,9.25,103,103-1240-0052-0035,ST,4,8
567,S,T,EY,103/1240/0053/103-1240-0053-0023.flac,103/1240/0053/103-1240-0053-0024.flac,103/1240/0053/103-1240-0053-0025.flac,1.58,1.66,1.66,1.72,1.72,1.8,103,103-1240-0053-0006,ST,4,8
568,S,T,EY,103/1240/0055/103-1240-0055-0062.flac,103/1240/0055/103-1240-0055-0063.flac,103/1240/0055/103-1240-0055-0064.flac,5.01,5.12,5.12,5.18,5.18,5.28,103,103-1240-0055-0020,ST,6,10
569,S,P,EH,103/1240/0055/103-1240-0055-0112.flac,103/1240/0055/103-1240-0055-0113.flac,103/1240/0055/103-1240-0055-0114.flac,8.51,8.56,8.56,8.61,8.61,8.67,103,103-1240-0055-0031,ST,3,6
570,S,T,EH,103/1240/0055/103-1240-0055-0130.flac,103/1240/0055/103-1240-0055-0131.flac,103/1240/0055/103-1240-0055-0132.flac,9.61,9.68,9.68,9.74,9.74,9.79,103,103-1240-0055-0037,ST,4,8
571,S,T,EH,103/1241/0000/103-1241-0000-0129.flac,103/1241/0000/103-1241-0000-0130.flac,103/1241/0000/103-1241-0000-0131.flac,12.11,12.19,12.19,12.26,12.26,12.35,103,103-1241-0000-0030,ST,5,9
572,S,T,AH,103/1241/0001/103-1241-0001-0100.flac,103/1241/0001/103-1241-0001-0101.flac,103/1241/0001/103-1241-0001-0102.flac,8.5,8.59,8.59,8.66,8.66,8.71,103,103-1241-0001-0029,ST,5,10
573,S,T,IH,103/1241/0003/103-1241-0003-0033.flac,103/1241/0003/103-1241-0003-0034.flac,103/1241/0003/103-1241-0003-0035.flac,2.27,2.37,2.37,2.43,2.43,2.5,103,103-1241-0003-0007,ST,6,10
574,S,T,UW,103/1241/0003/103-1241-0003-0164.flac,103/1241/0003/103-1241-0003-0165.flac,103/1241/0003/103-1241-0003-0166.flac,12.68,12.84,12.84,12.9,12.9,13.0,103,103-1241-0003-0042,ST,10,13
575,S,T,IY,103/1241/0004/103-1241-0004-0097.flac,103/1241/0004/103-1241-0004-0098.flac,103/1241/0004/103-1241-0004-0099.flac,8.08,8.13,8.13,8.18,8.18,8.32,103,103-1241-0004-0028,ST,3,6
576,S,T,EY,103/1241/0005/103-1241-0005-0074.flac,103/1241/0005/103-1241-0005-0075.flac,103/1241/0005/103-1241-0005-0076.flac,5.49,5.57,5.57,5.63,5.63,5.71,103,103-1241-0005-0025,ST,5,8
577,S,P,EH,103/1241/0006/103-1241-0006-0128.flac,103/1241/0006/103-1241-0006-0129.flac,103/1241/0006/103-1241-0006-0130.flac,9.78,9.83,9.83,9.88,9.88,9.94,103,103-1241-0006-0033,ST,3,6
578,S,T,EY,103/1241/0007/103-1241-0007-0092.flac,103/1241/0007/103-1241-0007-0093.flac,103/1241/0007/103-1241-0007-0094.flac,8.0,8.08,8.08,8.14,8.14,8.22,103,103-1241-0007-0026,ST,5,8
579,S,T,ER,103/1241/0007/103-1241-0007-0100.flac,103/1241/0007/103-1241-0007-0101.flac,103/1241/0007/103-1241-0007-0102.flac,8.56,8.61,8.61,8.7,8.7,8.77,103,103-1241-0007-0026,ST,3,8
580,S,T,EY,103/1241/0008/103-1241-0008-0187.flac,103/1241/0008/103-1241-0008-0188.flac,103/1241/0008/103-1241-0008-0189.flac,14.36,14.4,14.4,14.46,14.46,14.52,103,103-1241-0008-0055,ST,2,6
581,S,P,EH,103/1241/0009/103-1241-0009-0022.flac,103/1241/0009/103-1241-0009-0023.flac,103/1241/0009/103-1241-0009-0024.flac,2.96,3.01,3.01,3.07,3.07,3.13,103,103-1241-0009-0008,ST,3,6
582,S,P,EH,103/1241/0009/103-1241-0009-0090.flac,103/1241/0009/103-1241-0009-0091.flac,103/1241/0009/103-1241-0009-0092.flac,9.2,9.31,9.31,9.36,9.36,9.41,103,103-1241-0009-0026,ST,6,10
583,S,K,OW,103/1241/0009/103-1241-0009-0118.flac,103/1241/0009/103-1241-0009-0119.flac,103/1241/0009/103-1241-0009-0120.flac,10.95,11.03,11.03,11.1,11.1,11.18,103,103-1241-0009-0034,ST,5,9
584,S,T,EY,103/1241/0009/103-1241-0009-0131.flac,103/1241/0009/103-1241-0009-0132.flac,103/1241/0009/103-1241-0009-0133.flac,12.43,12.51,12.51,12.57,12.57,12.66,103,103-1241-0009-0038,ST,5,8
585,S,T,ER,103/1241/0009/103-1241-0009-0139.flac,103/1241/0009/103-1241-0009-0140.flac,103/1241/0009/103-1241-0009-0141.flac,13.01,13.08,13.08,13.15,13.15,13.22,103,103-1241-0009-0038,ST,4,8
586,S,T,EY,103/1241/0010/103-1241-0010-0013.flac,103/1241/0010/103-1241-0010-0014.flac,103/1241/0010/103-1241-0010-0015.flac,1.08,1.17,1.17,1.24,1.24,1.36,103,103-1241-0010-0003,ST,5,9
587,S,P,EH,103/1241/0010/103-1241-0010-0029.flac,103/1241/0010/103-1241-0010-0030.flac,103/1241/0010/103-1241-0010-0031.flac,2.84,2.88,2.88,2.94,2.94,3.0,103,103-1241-0010-0007,ST,2,6
588,S,T,ER,103/1241/0010/103-1241-0010-0087.flac,103/1241/0010/103-1241-0010-0088.flac,103/1241/0010/103-1241-0010-0089.flac,7.07,7.16,7.16,7.22,7.22,7.3,103,103-1241-0010-0025,ST,5,9
589,S,T,AE,103/1241/0011/103-1241-0011-0010.flac,103/1241/0011/103-1241-0011-0011.flac,103/1241/0011/103-1241-0011-0012.flac,1.09,1.2,1.2,1.27,1.27,1.43,103,103-1241-0011-0002,ST,6,11
590,S,T,EY,103/1241/0011/103-1241-0011-0104.flac,103/1241/0011/103-1241-0011-0105.flac,103/1241/0011/103-1241-0011-0106.flac,8.82,8.88,8.88,8.94,8.94,9.02,103,103-1241-0011-0025,ST,3,7
591,S,T,ER,103/1241/0011/103-1241-0011-0112.flac,103/1241/0011/103-1241-0011-0113.flac,103/1241/0011/103-1241-0011-0114.flac,9.31,9.36,9.36,9.42,9.42,9.46,103,103-1241-0011-0026,ST,3,6
592,S,P,IH,103/1241/0013/103-1241-0013-0040.flac,103/1241/0013/103-1241-0013-0041.flac,103/1241/0013/103-1241-0013-0042.flac,4.03,4.17,4.17,4.23,4.23,4.33,103,103-1241-0013-0012,ST,8,12
593,S,T,EH,103/1241/0014/103-1241-0014-0112.flac,103/1241/0014/103-1241-0014-0113.flac,103/1241/0014/103-1241-0014-0114.flac,10.38,10.46,10.46,10.53,10.53,10.59,103,103-1241-0014-0030,ST,5,9
594,S,P,IH,103/1241/0016/103-1241-0016-0060.flac,103/1241/0016/103-1241-0016-0061.flac,103/1241/0016/103-1241-0016-0062.flac,4.4,4.54,4.54,4.59,4.59,4.66,103,103-1241-0016-0018,ST,8,11
595,S,P,EH,103/1241/0017/103-1241-0017-0036.flac,103/1241/0017/103-1241-0017-0037.flac,103/1241/0017/103-1241-0017-0038.flac,3.7,3.76,3.76,3.83,3.83,3.93,103,103-1241-0017-0007,ST,3,8
596,S,P,IY,103/1241/0017/103-1241-0017-0050.flac,103/1241/0017/103-1241-0017-0051.flac,103/1241/0017/103-1241-0017-0052.flac,4.66,4.74,4.74,4.81,4.81,4.88,103,103-1241-0017-0011,ST,5,9
597,S,T,UH,103/1241/0017/103-1241-0017-0102.flac,103/1241/0017/103-1241-0017-0103.flac,103/1241/0017/103-1241-0017-0104.flac,8.43,8.55,8.55,8.61,8.61,8.66,103,103-1241-0017-0026,ST,7,11
598,S,P,IH,103/1241/0017/103-1241-0017-0112.flac,103/1241/0017/103-1241-0017-0113.flac,103/1241/0017/103-1241-0017-0114.flac,9.3,9.36,9.36,9.43,9.43,9.48,103,103-1241-0017-0028,ST,3,8
599,S,T,ER,103/1241/0018/103-1241-0018-0013.flac,103/1241/0018/103-1241-0018-0014.flac,103/1241/0018/103-1241-0018-0015.flac,1.11,1.17,1.17,1.23,1.23,1.27,103,103-1241-0018-0004,ST,3,7
600,S,T,EY,103/1241/0021/103-1241-0021-0117.flac,103/1241/0021/103-1241-0021-0118.flac,103/1241/0021/103-1241-0021-0119.flac,9.83,9.96,9.96,10.04,10.04,10.17,103,103-1241-0021-0033,ST,8,13
601,S,T,EY,103/1241/0022/103-1241-0022-0012.flac,103/1241/0022/103-1241-0022-0013.flac,103/1241/0022/103-1241-0022-0014.flac,0.83,0.9,0.9,0.97,0.97,1.04,103,103-1241-0022-0003,ST,4,8
602,S,P,AA,103/1241/0022/103-1241-0022-0183.flac,103/1241/0022/103-1241-0022-0184.flac,103/1241/0022/103-1241-0022-0185.flac,15.33,15.39,15.39,15.45,15.45,15.52,103,103-1241-0022-0053,ST,3,7
603,S,P,EH,103/1241/0024/103-1241-0024-0034.flac,103/1241/0024/103-1241-0024-0035.flac,103/1241/0024/103-1241-0024-0036.flac,2.5,2.54,2.54,2.6,2.6,2.66,103,103-1241-0024-0010,ST,2,6
604,S,P,EH,103/1241/0025/103-1241-0025-0034.flac,103/1241/0025/103-1241-0025-0035.flac,103/1241/0025/103-1241-0025-0036.flac,2.73,2.79,2.79,2.84,2.84,2.88,103,103-1241-0025-0008,ST,3,6
605,S,K,OW,103/1241/0026/103-1241-0026-0043.flac,103/1241/0026/103-1241-0026-0044.flac,103/1241/0026/103-1241-0026-0045.flac,3.78,3.91,3.91,3.99,3.99,4.05,103,103-1241-0026-0013,ST,8,13
606,S,T,IH,103/1241/0026/103-1241-0026-0109.flac,103/1241/0026/103-1241-0026-0110.flac,103/1241/0026/103-1241-0026-0111.flac,9.5,9.53,9.53,9.59,9.59,9.63,103,103-1241-0026-0029,ST,1,5
607,S,T,OW,103/1241/0027/103-1241-0027-0009.flac,103/1241/0027/103-1241-0027-0010.flac,103/1241/0027/103-1241-0027-0011.flac,0.5,0.58,0.58,0.65,0.65,0.73,103,103-1241-0027-0003,ST,4,9
608,S,T,AA,103/1241/0028/103-1241-0028-0070.flac,103/1241/0028/103-1241-0028-0071.flac,103/1241/0028/103-1241-0028-0072.flac,6.29,6.36,6.36,6.42,6.42,6.5,103,103-1241-0028-0018,ST,4,8
609,S,T,IY,103/1241/0028/103-1241-0028-0191.flac,103/1241/0028/103-1241-0028-0192.flac,103/1241/0028/103-1241-0028-0193.flac,14.48,14.58,14.58,14.64,14.64,14.75,103,103-1241-0028-0052,ST,6,10
610,S,T,IY,103/1241/0030/103-1241-0030-0135.flac,103/1241/0030/103-1241-0030-0136.flac,103/1241/0030/103-1241-0030-0137.flac,14.56,14.69,14.69,14.77,14.77,14.84,103,103-1241-0030-0041,ST,8,13
611,S,P,EH,103/1241/0031/103-1241-0031-0052.flac,103/1241/0031/103-1241-0031-0053.flac,103/1241/0031/103-1241-0031-0054.flac,4.18,4.23,4.23,4.29,4.29,4.34,103,103-1241-0031-0016,ST,3,6
612,S,P,EH,103/1241/0035/103-1241-0035-0161.flac,103/1241/0035/103-1241-0035-0162.flac,103/1241/0035/103-1241-0035-0163.flac,13.52,13.59,13.59,13.64,13.64,13.68,103,103-1241-0035-0049,ST,4,7
613,S,P,EH,103/1241/0038/103-1241-0038-0044.flac,103/1241/0038/103-1241-0038-0045.flac,103/1241/0038/103-1241-0038-0046.flac,3.13,3.19,3.19,3.25,3.25,3.3,103,103-1241-0038-0013,ST,3,7
614,S,P,EH,103/1241/0038/103-1241-0038-0186.flac,103/1241/0038/103-1241-0038-0187.flac,103/1241/0038/103-1241-0038-0188.flac,13.82,13.87,13.87,13.93,13.93,13.98,103,103-1241-0038-0051,ST,3,6
615,S,K,OW,103/1241/0040/103-1241-0040-0009.flac,103/1241/0040/103-1241-0040-0010.flac,103/1241/0040/103-1241-0040-0011.flac,0.59,0.67,0.67,0.75,0.75,0.8,103,103-1241-0040-0003,ST,5,10
616,S,T,AA,103/1241/0040/103-1241-0040-0106.flac,103/1241/0040/103-1241-0040-0107.flac,103/1241/0040/103-1241-0040-0108.flac,8.46,8.53,8.53,8.6,8.6,8.76,103,103-1241-0040-0033,ST,4,8
617,S,T,AA,103/1241/0040/103-1241-0040-0115.flac,103/1241/0040/103-1241-0040-0116.flac,103/1241/0040/103-1241-0040-0117.flac,9.77,9.84,9.84,9.9,9.9,9.98,103,103-1241-0040-0036,ST,4,8
618,S,P,EH,103/1241/0041/103-1241-0041-0095.flac,103/1241/0041/103-1241-0041-0096.flac,103/1241/0041/103-1241-0041-0097.flac,6.75,6.8,6.8,6.86,6.86,6.92,103,103-1241-0041-0023,ST,3,6
619,S,P,EH,103/1241/0041/103-1241-0041-0134.flac,103/1241/0041/103-1241-0041-0135.flac,103/1241/0041/103-1241-0041-0136.flac,9.46,9.55,9.55,9.6,9.6,9.67,103,103-1241-0041-0036,ST,5,8
620,S,T,IH,103/1241/0042/103-1241-0042-0007.flac,103/1241/0042/103-1241-0042-0008.flac,103/1241/0042/103-1241-0042-0009.flac,0.64,0.73,0.73,0.79,0.79,0.85,103,103-1241-0042-0001,ST,5,9
621,S,P,EH,103/1241/0042/103-1241-0042-0066.flac,103/1241/0042/103-1241-0042-0067.flac,103/1241/0042/103-1241-0042-0068.flac,5.38,5.45,5.45,5.51,5.51,5.57,103,103-1241-0042-0017,ST,4,8
622,S,T,ER,4297/13006/0000/4297-13006-0000-0029.flac,4297/13006/0000/4297-13006-0000-0030.flac,4297/13006/0000/4297-13006-0000-0031.flac,2.74,2.79,2.79,2.89,2.89,2.96,4297,4297-13006-0000-0007,ST,3,9
623,S,T,ER,4297/13006/0000/4297-13006-0000-0103.flac,4297/13006/0000/4297-13006-0000-0104.flac,4297/13006/0000/4297-13006-0000-0105.flac,8.9,8.96,8.96,9.04,9.04,9.1,4297,4297-13006-0000-0028,ST,3,8
624,S,T,ER,4297/13006/0001/4297-13006-0001-0084.flac,4297/13006/0001/4297-13006-0001-0085.flac,4297/13006/0001/4297-13006-0001-0086.flac,7.35,7.43,7.43,7.51,7.51,7.56,4297,4297-13006-0001-0021,ST,5,10
625,S,T,AH,4297/13006/0001/4297-13006-0001-0100.flac,4297/13006/0001/4297-13006-0001-0101.flac,4297/13006/0001/4297-13006-0001-0102.flac,8.45,8.53,8.53,8.59,8.59,8.62,4297,4297-13006-0001-0025,ST,5,8
626,S,P,OW,4297/13006/0002/4297-13006-0002-0023.flac,4297/13006/0002/4297-13006-0002-0024.flac,4297/13006/0002/4297-13006-0002-0025.flac,2.41,2.46,2.46,2.54,2.54,2.62,4297,4297-13006-0002-0007,ST,3,8
627,S,P,IY,4297/13006/0003/4297-13006-0003-0088.flac,4297/13006/0003/4297-13006-0003-0089.flac,4297/13006/0003/4297-13006-0003-0090.flac,8.45,8.51,8.51,8.57,8.57,8.66,4297,4297-13006-0003-0027,ST,3,7
628,S,T,IH,4297/13006/0004/4297-13006-0004-0114.flac,4297/13006/0004/4297-13006-0004-0115.flac,4297/13006/0004/4297-13006-0004-0116.flac,9.07,9.14,9.14,9.22,9.22,9.27,4297,4297-13006-0004-0041,ST,4,9
629,S,P,EH,4297/13006/0004/4297-13006-0004-0164.flac,4297/13006/0004/4297-13006-0004-0165.flac,4297/13006/0004/4297-13006-0004-0166.flac,13.33,13.39,13.39,13.47,13.47,13.53,4297,4297-13006-0004-0057,ST,3,8
630,S,T,ER,4297/13006/0005/4297-13006-0005-0061.flac,4297/13006/0005/4297-13006-0005-0062.flac,4297/13006/0005/4297-13006-0005-0063.flac,4.48,4.57,4.57,4.66,4.66,4.69,4297,4297-13006-0005-0013,ST,5,11
631,S,T,ER,4297/13006/0006/4297-13006-0006-0076.flac,4297/13006/0006/4297-13006-0006-0077.flac,4297/13006/0006/4297-13006-0006-0078.flac,5.9,5.95,5.95,6.03,6.03,6.08,4297,4297-13006-0006-0020,ST,3,8
632,S,T,AH,4297/13006/0007/4297-13006-0007-0023.flac,4297/13006/0007/4297-13006-0007-0024.flac,4297/13006/0007/4297-13006-0007-0025.flac,2.19,2.26,2.26,2.33,2.33,2.38,4297,4297-13006-0007-0006,ST,4,8
633,S,T,EY,4297/13006/0008/4297-13006-0008-0104.flac,4297/13006/0008/4297-13006-0008-0105.flac,4297/13006/0008/4297-13006-0008-0106.flac,10.54,10.62,10.62,10.68,10.68,10.81,4297,4297-13006-0008-0028,ST,5,8
634,S,P,AA,4297/13006/0010/4297-13006-0010-0114.flac,4297/13006/0010/4297-13006-0010-0115.flac,4297/13006/0010/4297-13006-0010-0116.flac,9.97,10.13,10.13,10.19,10.19,10.3,4297,4297-13006-0010-0034,ST,10,13
635,S,P,EH,4297/13006/0010/4297-13006-0010-0124.flac,4297/13006/0010/4297-13006-0010-0125.flac,4297/13006/0010/4297-13006-0010-0126.flac,10.94,11.0,11.0,11.08,11.08,11.14,4297,4297-13006-0010-0036,ST,3,8
636,S,T,ER,4297/13006/0014/4297-13006-0014-0012.flac,4297/13006/0014/4297-13006-0014-0013.flac,4297/13006/0014/4297-13006-0014-0014.flac,1.21,1.28,1.28,1.37,1.37,1.41,4297,4297-13006-0014-0003,ST,4,10
637,S,T,ER,4297/13006/0015/4297-13006-0015-0006.flac,4297/13006/0015/4297-13006-0015-0007.flac,4297/13006/0015/4297-13006-0015-0008.flac,0.65,0.72,0.72,0.79,0.79,0.84,4297,4297-13006-0015-0001,ST,4,8
638,S,T,EY,4297/13006/0015/4297-13006-0015-0037.flac,4297/13006/0015/4297-13006-0015-0038.flac,4297/13006/0015/4297-13006-0015-0039.flac,2.53,2.66,2.66,2.72,2.72,2.9,4297,4297-13006-0015-0008,ST,8,11
639,S,T,ER,4297/13006/0015/4297-13006-0015-0155.flac,4297/13006/0015/4297-13006-0015-0156.flac,4297/13006/0015/4297-13006-0015-0157.flac,13.01,13.08,13.08,13.15,13.15,13.19,4297,4297-13006-0015-0038,ST,4,8
640,S,T,ER,4297/13006/0017/4297-13006-0017-0092.flac,4297/13006/0017/4297-13006-0017-0093.flac,4297/13006/0017/4297-13006-0017-0094.flac,7.82,7.87,7.87,7.96,7.96,8.01,4297,4297-13006-0017-0026,ST,3,8
641,S,T,IH,4297/13006/0019/4297-13006-0019-0063.flac,4297/13006/0019/4297-13006-0019-0064.flac,4297/13006/0019/4297-13006-0019-0065.flac,7.35,7.49,7.49,7.55,7.55,7.61,4297,4297-13006-0019-0018,ST,8,12
642,S,P,OW,4297/13006/0022/4297-13006-0022-0056.flac,4297/13006/0022/4297-13006-0022-0057.flac,4297/13006/0022/4297-13006-0022-0058.flac,5.72,5.87,5.87,5.93,5.93,6.0,4297,4297-13006-0022-0021,ST,9,13
643,S,P,IY,4297/13006/0028/4297-13006-0028-0018.flac,4297/13006/0028/4297-13006-0028-0019.flac,4297/13006/0028/4297-13006-0028-0020.flac,1.43,1.52,1.52,1.57,1.57,1.64,4297,4297-13006-0028-0006,ST,5,8
644,S,P,IH,4297/13006/0028/4297-13006-0028-0089.flac,4297/13006/0028/4297-13006-0028-0090.flac,4297/13006/0028/4297-13006-0028-0091.flac,9.51,9.59,9.59,9.66,9.66,9.73,4297,4297-13006-0028-0028,ST,5,9
645,S,K,IH,4297/13006/0029/4297-13006-0029-0037.flac,4297/13006/0029/4297-13006-0029-0038.flac,4297/13006/0029/4297-13006-0029-0039.flac,2.77,2.88,2.88,3.02,3.02,3.07,4297,4297-13006-0029-0011,ST,6,15
646,S,P,OW,4297/13006/0030/4297-13006-0030-0004.flac,4297/13006/0030/4297-13006-0030-0005.flac,4297/13006/0030/4297-13006-0030-0006.flac,0.75,0.82,0.82,0.88,0.88,0.97,4297,4297-13006-0030-0001,ST,4,8
647,S,T,AE,4297/13006/0030/4297-13006-0030-0082.flac,4297/13006/0030/4297-13006-0030-0083.flac,4297/13006/0030/4297-13006-0030-0084.flac,8.51,8.62,8.62,8.69,8.69,8.83,4297,4297-13006-0030-0023,ST,6,11
648,S,T,ER,4297/13006/0031/4297-13006-0031-0087.flac,4297/13006/0031/4297-13006-0031-0088.flac,4297/13006/0031/4297-13006-0031-0089.flac,11.48,11.53,11.53,11.61,11.61,11.66,4297,4297-13006-0031-0027,ST,3,8
649,S,P,IH,4297/13006/0033/4297-13006-0033-0031.flac,4297/13006/0033/4297-13006-0033-0032.flac,4297/13006/0033/4297-13006-0033-0033.flac,2.82,2.88,2.88,2.94,2.94,3.04,4297,4297-13006-0033-0012,ST,3,7
650,S,T,IH,4297/13006/0033/4297-13006-0033-0076.flac,4297/13006/0033/4297-13006-0033-0077.flac,4297/13006/0033/4297-13006-0033-0078.flac,6.23,6.35,6.35,6.43,6.43,6.49,4297,4297-13006-0033-0024,ST,7,12
651,S,T,EY,4297/13006/0033/4297-13006-0033-0088.flac,4297/13006/0033/4297-13006-0033-0089.flac,4297/13006/0033/4297-13006-0033-0090.flac,9.02,9.08,9.08,9.15,9.15,9.24,4297,4297-13006-0033-0028,ST,3,8
652,S,T,UH,4297/13006/0037/4297-13006-0037-0058.flac,4297/13006/0037/4297-13006-0037-0059.flac,4297/13006/0037/4297-13006-0037-0060.flac,8.13,8.22,8.22,8.29,8.29,8.35,4297,4297-13006-0037-0022,ST,5,9
653,S,T,IH,4297/13006/0037/4297-13006-0037-0062.flac,4297/13006/0037/4297-13006-0037-0063.flac,4297/13006/0037/4297-13006-0037-0064.flac,8.43,8.49,8.49,8.56,8.56,8.65,4297,4297-13006-0037-0023,ST,3,8
654,S,T,ER,4297/13006/0039/4297-13006-0039-0018.flac,4297/13006/0039/4297-13006-0039-0019.flac,4297/13006/0039/4297-13006-0039-0020.flac,1.28,1.32,1.32,1.42,1.42,1.47,4297,4297-13006-0039-0005,ST,2,8
655,S,T,ER,4297/13009/0001/4297-13009-0001-0181.flac,4297/13009/0001/4297-13009-0001-0182.flac,4297/13009/0001/4297-13009-0001-0183.flac,14.01,14.08,14.08,14.16,14.16,14.19,4297,4297-13009-0001-0047,ST,4,9
656,S,P,OW,4297/13009/0003/4297-13009-0003-0100.flac,4297/13009/0003/4297-13009-0003-0101.flac,4297/13009/0003/4297-13009-0003-0102.flac,8.74,8.81,8.81,8.89,8.89,8.95,4297,4297-13009-0003-0030,ST,4,9
657,S,T,EY,4297/13009/0004/4297-13009-0004-0178.flac,4297/13009/0004/4297-13009-0004-0179.flac,4297/13009/0004/4297-13009-0004-0180.flac,13.79,13.9,13.9,13.99,13.99,14.13,4297,4297-13009-0004-0037,ST,6,12
658,S,T,ER,4297/13009/0005/4297-13009-0005-0003.flac,4297/13009/0005/4297-13009-0005-0004.flac,4297/13009/0005/4297-13009-0005-0005.flac,0.63,0.69,0.69,0.77,0.77,0.8,4297,4297-13009-0005-0000,ST,3,8
659,S,T,ER,4297/13009/0005/4297-13009-0005-0020.flac,4297/13009/0005/4297-13009-0005-0021.flac,4297/13009/0005/4297-13009-0005-0022.flac,1.58,1.65,1.65,1.73,1.73,1.8,4297,4297-13009-0005-0003,ST,4,9
660,S,T,ER,4297/13009/0005/4297-13009-0005-0057.flac,4297/13009/0005/4297-13009-0005-0058.flac,4297/13009/0005/4297-13009-0005-0059.flac,4.3,4.37,4.37,4.45,4.45,4.48,4297,4297-13009-0005-0014,ST,4,9
661,S,T,AH,4297/13009/0005/4297-13009-0005-0109.flac,4297/13009/0005/4297-13009-0005-0110.flac,4297/13009/0005/4297-13009-0005-0111.flac,8.49,8.56,8.56,8.63,8.63,8.66,4297,4297-13009-0005-0027,ST,4,8
662,S,T,ER,4297/13009/0005/4297-13009-0005-0138.flac,4297/13009/0005/4297-13009-0005-0139.flac,4297/13009/0005/4297-13009-0005-0140.flac,11.06,11.14,11.14,11.22,11.22,11.26,4297,4297-13009-0005-0034,ST,5,10
663,S,T,ER,4297/13009/0005/4297-13009-0005-0164.flac,4297/13009/0005/4297-13009-0005-0165.flac,4297/13009/0005/4297-13009-0005-0166.flac,13.11,13.16,13.16,13.23,13.23,13.27,4297,4297-13009-0005-0040,ST,3,7
